Dist 1-0,Dist 1-1,Dist 1-2,Dist 1-3,Dist 1-4,Dist 1-5,Dist 1-6,Dist 1-7,Dist 1-8,Dist 1-9,Dist 1-10,Dist 1-11,Dist 1-12,Dist 1-13,Dist 1-14,Dist 1-15,Dist 1-16,Dist 1-17,Dist 1-18,Dist 1-19,Dist 1-20,Dist 1-21,Dist 1-22,Dist 1-23,Dist 1-24,Dist 2-0,Dist 2-1,Dist 2-2,Dist 2-3,Dist 2-4,Dist 2-5,Dist 2-6,Dist 2-7,Dist 2-8,Dist 2-9,Dist 2-10,Dist 2-11,Dist 2-12,Dist 2-13,Dist 2-14,Dist 2-15,Dist 2-16,Dist 2-17,Dist 2-18,Dist 2-19,Dist 2-20,Dist 2-21,Dist 2-22,Dist 2-23,Dist 2-24,Dist 3-0,Dist 3-1,Dist 3-2,Dist 3-3,Dist 3-4,Dist 3-5,Dist 3-6,Dist 3-7,Dist 3-8,Dist 3-9,Dist 3-10,Dist 3-11,Dist 3-12,Dist 3-13,Dist 3-14,Dist 3-15,Dist 3-16,Dist 3-17,Dist 3-18,Dist 3-19,Dist 3-20,Dist 3-21,Dist 3-22,Dist 3-23,Dist 3-24,Dist 4-0,Dist 4-1,Dist 4-2,Dist 4-3,Dist 4-4,Dist 4-5,Dist 4-6,Dist 4-7,Dist 4-8,Dist 4-9,Dist 4-10,Dist 4-11,Dist 4-12,Dist 4-13,Dist 4-14,Dist 4-15,Dist 4-16,Dist 4-17,Dist 4-18,Dist 4-19,Dist 4-20,Dist 4-21,Dist 4-22,Dist 4-23,Dist 4-24,Dist 5-0,Dist 5-1,Dist 5-2,Dist 5-3,Dist 5-4,Dist 5-5,Dist 5-6,Dist 5-7,Dist 5-8,Dist 5-9,Dist 5-10,Dist 5-11,Dist 5-12,Dist 5-13,Dist 5-14,Dist 5-15,Dist 5-16,Dist 5-17,Dist 5-18,Dist 5-19,Dist 5-20,Dist 5-21,Dist 5-22,Dist 5-23,Dist 5-24,Dist 6-0,Dist 6-1,Dist 6-2,Dist 6-3,Dist 6-4,Dist 6-5,Dist 6-6,Dist 6-7,Dist 6-8,Dist 6-9,Dist 6-10,Dist 6-11,Dist 6-12,Dist 6-13,Dist 6-14,Dist 6-15,Dist 6-16,Dist 6-17,Dist 6-18,Dist 6-19,Dist 6-20,Dist 6-21,Dist 6-22,Dist 6-23,Dist 6-24,Actual Output
100,10.78549775,8.807729715,6.235394666,15.02493091,4.636121321,7.073367694,2.299650887,4.539613352,3.753741793,8.5010721,1.355209342,4.376735965,3.964393183,7.887242157,0.94102684,4.419621492,2.568503412,5.260668291,0.590677083,4.108312385,13.86193544,4.378556529,4.059524784,3.174205029,100,10.36094855,8.108212299,6.141307,14.24318168,3.798323075,7.195532963,1.786744752,4.955345747,3.318606475,8.500316921,1.286127015,4.323376748,3.630889411,7.588912309,0.615462508,3.896349334,1.786744752,4.897594641,0.057517349,3.60046658,13.45985842,3.593798831,4.323376748,3.072201836,100,9.99634693,8.177065734,6.065337346,14.22239177,3.895254827,7.138795531,1.875103194,4.938478728,3.304713101,8.210952733,1.114158855,4.283726867,3.919675347,7.47802943,0.631571479,3.873122518,2.374736565,4.917545485,0.293199699,3.548806598,13.31746469,3.626679981,4.173952849,3.108469963,100,10.14661972,8.460929641,6.333236137,14.78391591,4.345034897,6.97106236,2.172841842,4.668647957,3.501938834,8.064690871,0.775520509,4.349142247,4.352813959,7.505189628,0.872460573,4.032054113,3.171881252,4.947743355,0.950803642,3.74570184,13.53312453,3.907778895,4.195388555,3.188724002,100,10.70315927,8.743793709,6.423480578,15.16096575,4.508915478,7.268082817,2.156991157,4.791123929,3.690504351,8.607776831,1.01093212,4.328935504,4.239832217,7.96870033,0.696522819,4.185317315,2.749454216,5.152447767,0.606493709,3.689157206,13.99943831,3.933056946,4.348869311,3.358807403,100,10.47229732,8.616655545,6.243622965,14.85244204,4.233276656,7.303489491,1.962193543,4.871415872,3.314632609,8.305492379,1.025835009,4.397708341,4.092502696,7.787648122,0.648795027,4.008362831,2.610758003,5.113150754,0.514327267,3.635515424,13.78664047,3.870883724,4.32777957,3.188441499,A
100,13.54266041,11.17883716,8.317566849,19.49443449,7.51411922,9.342065227,3.051772854,4.503049945,5.900845291,10.45228094,1.371072467,5.016286833,6.59065265,9.935564435,1.817043591,4.620194819,4.525245608,6.42644689,1.192395782,3.66155413,16.39535106,5.080552359,6.106671723,5.275887317,100,15.89033883,13.20213274,9.351960566,22.5411379,7.273098228,10.29390016,3.1485723,5.83351493,5.759740744,11.73017019,1.138368718,6.270334955,6.944049178,11.20295948,1.641778713,5.853473792,5.025611032,7.489047392,1.597776635,5.312658382,19.29526581,5.465355517,6.763481486,5.692981843,100,16.77443159,13.60592332,9.451310606,23.00601493,7.386334046,10.74248754,3.301306862,6.251778251,6.220607482,12.66113812,2.377010726,6.845451654,6.670955477,12.10116321,2.346833947,6.766431903,4.349750279,8.037490601,1.581490368,6.537522888,19.92460639,6.156740259,6.569162628,5.474893974,100,16.02631627,13.21195776,9.486906252,22.68502462,7.616848313,10.80765764,3.445183537,6.312798497,5.939572224,12.16365208,1.856209623,6.431083681,6.910560015,11.77041225,1.779559741,6.307779975,4.89168572,7.86637873,1.212192416,5.730071834,20.00529108,6.115060307,6.383635751,5.294601457,100,15.95845042,13.13059716,9.495562871,22.60826474,7.054926072,10.78167929,3.190258369,6.560947979,5.54174267,12.19193796,1.569059951,6.650282032,6.530898418,11.62991473,1.53223203,6.318558804,4.246544813,7.837207643,1.020106697,5.987532704,19.96864857,5.660689892,6.58122618,4.956685329,100,15.96726426,13.02665555,9.492111484,22.49459447,6.952736931,10.52535395,3.276474719,6.506253242,5.606325571,11.86125729,2.105674221,6.424706943,6.665401011,11.29899691,2.016292135,5.968531242,4.336200194,7.592116375,1.198167923,5.599523151,20.25909595,6.137490257,6.361114094,5.073389285,A
100,19.22041771,16.15810993,12.0265334,28.16059098,10.81834627,12.34108472,4.752814544,5.960176875,9.31966759,14.20147178,3.352513619,7.496448348,9.361092922,13.25110464,3.460686921,7.006042113,6.415746825,8.661827249,2.311557134,6.80864909,22.88244295,7.872879909,8.254467971,6.913383029,100,21.39777888,17.6526585,13.17342955,30.79125729,10.36251246,14.32402007,4.57739226,7.944776032,8.700056214,15.87306057,3.212338097,8.471267948,9.828077978,15.12099115,3.582376088,8.271032431,6.652984164,10.2813162,2.110073572,8.421655411,26.2991004,8.091762767,8.952283989,7.32740283,100,23.19579112,18.80883503,13.7182509,32.52063275,10.65930399,14.87508803,4.714145481,8.180856805,8.826638333,16.9175521,3.294642405,9.887175834,9.563567471,16.21977799,3.860192157,9.749801846,6.63300336,10.83560156,2.534340311,8.650234764,28.5481934,8.884661231,9.643822591,8.378668587,100,23.89172554,18.91816946,14.04004139,32.91214945,9.868579052,15.987847,4.307382269,9.717152087,7.575284346,17.4601677,3.290690991,9.487297775,9.314887124,17.07875146,2.74189314,9.285221803,6.12543204,11.14845459,1.485635488,8.246615263,29.52291722,9.067246107,9.285221803,8.145632492,100,24.3983146,19.66818126,14.40903733,34.05862909,11.00649522,15.85029381,5.216374928,9.53679137,8.672972109,18.07211549,2.850595634,9.556313993,10.45059889,17.50849916,2.902428891,9.867200546,7.457474558,11.48381753,2.251525256,8.690146328,30.59970124,9.426717544,9.426717544,8.50370594,100,24.23391734,19.88160011,14.43590572,34.31247667,11.1301886,15.94369404,4.785708184,9.068954022,8.959367649,17.95341215,2.758612591,9.471511253,10.35363515,17.32072127,2.8754993,9.655144069,7.388281911,11.63482643,1.912753682,8.798666938,30.35076634,9.028521569,9.529276647,8.155601294,A
100,29.62746885,23.93963509,18.25595222,42.15942551,17.10981481,18.25595222,8.915813709,10.01045087,13.50567026,20.45485888,5.410598515,11.87300907,15.31819142,19.0053475,6.794391431,10.70613028,11.55582562,12.4561332,5.241475356,9.419367552,37.68045847,12.82138859,12.82138859,11.42845782,100,37.59057431,31.00708601,23.25294382,54.12303509,20.80018563,25.54839163,8.658789222,12.89446662,16.17186301,27.9237562,3.984592907,12.61787754,17.88140791,27.30084313,4.252307237,13.86679042,13.44697618,18.70119251,4.834712372,13.18198515,45.47501213,15.4036572,15.50354301,14.62525936,100,43.81813416,35.78340582,25.89872471,61.66884726,23.25684076,28.38664779,10.50636971,14.85825054,20.14504432,31.43659823,5.096337889,13.69863014,21.50147311,30.78964251,6.93176895,15.83149291,17.83718261,20.38535156,6.644811645,13.72230972,53.89844161,18.0182754,18.0182754,16.99840702,100,43.76732917,37.49283374,24.45952343,61.79065225,22.59400515,29.57497998,9.201439001,15.72105006,18.75471725,33.17626013,3.15606754,14.99132081,21.43455532,32.50328219,4.990180938,16.26599979,14.5487525,22.21891722,4.73410131,15.15651942,51.96740982,16.86725448,17.6429539,17.35837147,100,44.81596524,36.84622827,25.97191786,62.68437015,25.00271374,29.62143915,11.62066477,15.94585075,19.292045,33.31608758,4.370720564,16.25272656,21.6567877,32.50545312,5.444528798,16.7320251,17.19797103,21.85360282,6.692810041,14.96557821,54.09328043,18.94751648,18.02094255,17.87412998,100,45.47898089,36.40830255,26.24876706,62.57414742,23.66298219,29.79877322,11.41951978,17.39214843,17.90631276,33.61482332,4.180552196,17.23685828,19.29753594,32.23678487,5.249753413,17.90631276,14.3184793,22.30297698,5.185336821,16.90213014,53.19710813,19.01682956,19.14014517,18.05584615,A
100,48.55569826,40.34652582,29.13796502,69.09117744,20.09926251,31.09507673,15.65366614,25.42377953,16.75707191,34.54558872,7.369230334,24.19587529,19.86727644,34.08238668,14.00106463,28.77201059,17.86646875,24.19587529,11.73672347,23.61409199,63.34025967,19.69989961,21.15867915,19.86727644,100,46.51661357,39.42216571,28.51170962,67.78919746,19.71108285,29.54134285,15.65473547,25.17136329,15.22893973,32.80122458,10.93374153,27.35621256,17.66400002,30.78969569,13.52429136,28.11056228,17.63012847,22.13913922,10.98827424,22.43416196,63.56633218,21.89480034,17.28776329,17.52812108,100,50.14224791,39.7182423,31.54893995,71.26667221,23.26583237,28.02428772,16.26388169,21.05062632,20.69131848,33.94311503,13.05504424,25.79486459,22.6722184,32.29639581,15.3584148,26.24031417,22.6722184,23.49907963,14.20542394,21.72007851,66.32168062,23.61483935,19.25784972,19.88485096,100,47.54194403,37.32468245,29.67010711,66.99288423,18.72658355,27.39726027,17.01279419,26.39253606,16.29158219,31.79971097,15.95640524,31.85631091,19.75644535,30.09212103,16.58383118,29.11853207,17.67070191,21.58653765,13.33208226,26.39253606,65.21238596,23.42746118,17.67070191,16.43835616,100,45.87758055,38.63466639,28.65329513,67.26116165,20.90992502,26.5408741,16.8581205,23.78998583,17.42493751,28.84340385,15.34977769,26.65502892,20.58798952,28.0968675,15.58533791,24.76548937,18.4737212,19.71406637,13.27043705,20.32079448,64.11808776,24.46947687,17.77001928,18.76723205,100,48.00489432,37.63106085,29.00226725,66.63003243,18.34264437,29.06179985,14.4014683,24.78187287,14.95103937,31.12924002,11.05155661,26.83555174,19.79292498,30.53126375,14.11866299,25.80681683,18.34264437,23.5419839,10.78775829,22.82126624,65.7947313,20.42324774,16.66399173,16.10133104,A
100,11.18784455,8.909648863,6.224956993,15.12831163,4.195032056,6.664486964,2.578455429,5.038910145,3.182635996,8.28615838,1.645426947,5.445157575,3.226988072,7.848725345,1.1114247,5.634386124,2.711836333,5.467950817,0.67842691,4.940563949,13.76294155,5.010622249,3.734521115,3.167446873,100,10.97753874,8.569621306,6.03722709,14.60015176,3.854630336,6.678690977,2.343554315,4.999660026,3.058812181,8.369070504,1.682049586,5.079476842,3.099069985,7.784102101,1.038256901,5.23026534,2.167707966,5.253758556,0.256074779,4.584469477,13.42122879,4.740378722,3.791670312,3.168479797,100,11.10275253,8.798157779,5.984625131,14.77142711,4.052418864,6.684196556,2.415799328,4.965628359,3.211236588,8.265757023,1.867801583,5.238875585,3.261080544,7.787076392,1.333561103,5.488231985,2.63194041,5.353810779,0.666476571,4.691324998,13.53500547,4.974761157,3.763705432,3.181057269,100,11.52382936,9.201220369,5.837427672,15.02499907,3.94303851,6.994879184,2.269495893,5.079460303,3.45900763,8.677286872,2.044561185,5.079135394,3.233883499,7.931774437,1.431094813,5.356207255,2.106579812,5.343250909,0.701278701,4.912143611,13.86944712,4.808925818,3.852216312,3.194605663,100,11.02475714,8.664755847,6.064807019,14.72791767,3.914090704,6.646564757,2.524093867,5.185593955,3.121202547,8.374350774,1.598354197,5.340035088,3.253912034,7.857110993,1.132777834,5.390994766,2.372004062,5.350141585,0.492620544,4.68761375,13.62807752,5.006861293,3.756335362,3.230071651,100,11.06806198,8.805997299,5.978012779,14.78302625,3.899402296,6.675841732,2.574329151,5.307385349,3.148610743,8.301015676,1.659216974,5.464647087,3.200938667,7.774526709,1.269720997,5.567461753,2.451888125,5.269472205,0.562042091,4.910613806,13.68966843,4.961677605,3.691103489,3.164943031,A
100,12.6411636,10.18064931,7.654202071,17.78397196,8.75239491,8.713434956,3.440090818,3.407687357,6.385053216,10.15154713,2.094292143,5.20580204,5.989365078,9.507433334,2.080117414,5.06902956,4.66398805,6.282876429,1.479639008,4.137057852,13.51084446,6.132751896,5.500112476,4.571083376,100,15.68185594,12.80528216,9.453728012,22.2451903,7.89503706,10.04945072,4.079546166,6.080214605,6.408061954,11.64911972,2.286815839,7.054862451,6.930507517,11.28683832,2.506045289,6.663985729,4.877759198,7.681031169,1.842215378,5.924272797,19.53887216,6.060318561,6.43439399,5.614453601,100,16.02781146,13.43644504,9.127999504,22.55954982,7.125055281,10.30180498,3.470494407,6.357889285,5.696703376,11.83381382,2.055797622,7.017365629,6.502954854,11.53841053,2.152309263,6.949212195,4.393623613,7.929325457,1.35657011,6.53216426,19.75195894,5.975071529,6.121952648,5.20177835,100,16.46101631,13.57343653,9.546658454,23.11115747,6.968192016,10.77797472,3.317185954,6.816589738,5.801393737,12.49361122,1.718751315,6.95151059,6.838318234,11.90406619,1.703674257,6.308453212,4.526062546,8.122237119,1.269843817,6.036768591,20.37234779,6.020720441,7.02075505,5.526957833,100,16.07209382,13.10748765,9.244055619,22.34701775,6.632427659,10.4254923,3.606784339,7.057941805,5.198117274,12.05430068,2.253140314,7.55558278,5.914225088,11.63152999,2.030953234,7.242540713,3.830338534,7.886795752,0.962541964,6.539931403,20.30390738,6.30879288,6.186911606,5.305655084,100,16.27247336,13.61423767,9.437359439,23.04936426,7.520688353,10.50812109,3.535983701,6.190831859,6.139543449,12.16698615,2.004596962,6.890798324,6.934634574,11.7202266,2.295657763,6.906077275,4.936998696,7.929163366,1.725565177,6.168445653,20.48577126,6.43193982,6.487010549,5.510774157,A
100,22.16865552,18.37419213,13.86527494,32.23916637,11.25840525,13.56651751,6.718961014,8.839377958,9.523948346,15.29436619,4.503362101,10.28141215,10.23401652,14.55443539,5.329753173,10.10081323,8.062753217,9.592976531,4.290109526,7.835587691,28.4048459,8.99514991,9.578485621,9.283918806,100,24.16623354,19.96657959,14.15763656,34.11371675,11.48535182,14.83640686,5.168618586,7.841622536,9.450512406,16.59653882,2.667088271,8.733328404,11.12175454,16.1132751,3.823860137,8.80543141,8.358767921,10.81916301,2.825379708,8.499418869,29.1216512,8.719742715,10.21803871,8.452795265,100,24.12219965,20.22932344,14.87327148,35.09857473,12.48216833,13.97554852,5.833777041,7.010011847,10.84533131,16.13414388,4.002548039,9.291259037,12.65716825,15.36735181,5.3823336,8.566117576,9.783011234,10.32783908,4.35989108,8.154064766,29.55337247,8.973125992,10.67562149,9.237500096,100,24.88616215,20.56139765,14.29199508,34.84370619,12.17668327,15.51789848,5.462482923,8.519694838,10.26846232,17.66254485,3.486174279,10.45852284,12.01034626,16.59330058,4.531564182,9.430240859,8.440624034,11.08112632,3.197753689,8.824151388,30.3434616,9.268875014,10.14941556,9.268875014,100,24.34911765,20.18545321,14.47229466,34.65566619,11.71080492,15.31412951,5.252703086,8.295476173,9.735646929,17.38627452,2.547935252,9.417886996,11.46924689,16.89388674,3.714221972,9.195540332,8.649855544,11.3733277,2.862886173,8.319896232,30.14353858,8.830902461,10.31835134,8.849261946,100,24.74390648,20.404348,14.30649539,34.70746722,11.83372798,15.33847391,5.501980119,8.692469056,10.05052301,17.88802959,2.833663927,10.20512502,11.13453256,17.03972386,4.086768235,9.783324739,7.481087437,11.40879691,2.612509056,8.673974421,29.94580859,8.784358175,10.80142735,9.351090961,A
100,30.33693417,25.02033929,18.84206141,43.83294607,13.91715689,18.99197851,5.519110175,9.57036072,11.0191725,21.54184618,3.20836007,11.00009167,14.32624403,21.32622628,4.099492121,11.0191725,10.63105097,14.34822242,4.348168017,11.18943589,37.12813851,11.45842882,12.67697927,10.55171366,100,31.26141071,25.55933453,18.02924423,43.57915011,13.58775507,20.5662725,5.99604728,11.49689584,11.12291251,23.03514332,4.529251691,11.49689584,12.95022105,22.19347622,3.707637502,11.82337101,8.640282469,15.12704916,1.896116636,11.70652753,37.9362722,11.57937762,12.71953708,10.61705806,100,30.24361103,25.4972017,18.48677971,43.98009737,13.96387809,18.53818751,5.853263767,9.480583181,11.19870836,20.69441251,3.707637502,10.57714417,13.61884837,20.42180116,4.734711493,11.49689584,10.93112377,14.19668801,4.362765224,11.99209456,36.67780066,11.96561217,12.38253577,10.12771467,100,30.05989042,24.5310245,17.48104455,42.01049856,12.81291128,18.39826837,5.057200256,9.270406907,10.28037259,20.38622597,4.113977875,9.983403671,12.21173273,20.17760646,3.730409916,10.97060767,8.375198576,13.38711972,1.734605377,10.5867785,35.02925937,11.30824355,12.09568576,9.973980919,100,29.94886668,24.48619831,17.81985057,42.30594684,13.01725853,18.69169393,5.927228851,10.71946873,10.24733752,21.14723764,3.63301227,11.04937546,12.28859431,20.5703014,3.738338785,11.70616817,8.920810966,13.79194276,2.202837254,11.11941974,36.79991112,11.04937546,12.28859431,10.57361882,100,30.45313168,25.55886602,18.38255056,43.94141278,13.38876582,18.95025934,4.45057635,9.011730265,11.12644087,21.81236504,3.209356247,9.346210334,13.46988825,20.70833615,2.849759329,9.851770716,9.441098151,13.73923988,2.396708713,9.62806874,36.10457201,11.58005415,12.74451116,11.13533847,A
100,11.3390195,9.530268348,6.642558973,16.12742902,4.735454798,7.721902268,2.29154728,5.051646719,3.706954066,8.819872092,1.238196993,4.656094971,4.476743776,8.251479953,0.906546554,4.376878193,3.104063314,5.524063166,0.805580331,3.961214629,14.64667525,4.365208226,4.563575461,3.748008542,100,11.96951012,10.01266308,7.037157982,17.02839569,5.178944889,7.893308092,2.517092489,5.110599211,4.118212417,9.139434014,0.745690867,5.161864098,5.261652845,8.629153424,1.391538468,4.832967558,4.064246612,5.806877082,1.509908926,4.268369038,15.3438467,4.592831916,4.886476263,3.915869092,100,12.1234973,10.28452901,7.169169217,17.42321026,5.797576932,8.035165666,2.694558362,4.862352775,4.521614563,9.212640688,0.777103703,4.846893298,5.554031703,8.741755324,1.461610445,4.654004725,4.087354199,5.866706805,1.5508348,4.348458651,15.38734298,4.73984287,5.082434458,4.021490777,100,12.09913386,10.09529126,6.865367839,16.94002754,4.974598641,8.078899536,2.43035329,5.431070096,4.068965117,9.609474376,0.773502904,5.234734834,4.903599003,8.979891599,0.954335276,4.925917409,3.405951107,5.956474612,1.021622666,4.240570896,15.20872731,4.330158024,5.124679702,4.019652468,100,11.87379119,9.920749998,7.136846635,17.04128711,5.319491407,8.085842299,2.556763532,5.209676605,4.223555582,9.281606728,0.776214012,4.988380161,5.135614368,8.702381793,1.119720623,4.669233507,3.601816352,5.703679488,1.119720623,4.037210121,15.26844443,4.547560897,5.05909169,4.191273155,100,11.81369297,10.01679533,7.060793954,17.04789868,5.500603803,8.016597401,2.540467331,5.015143906,4.277911463,9.137517506,0.47175294,4.820197853,5.282142292,8.614448357,1.136131529,4.440881442,3.627852545,5.783692823,1.110220361,3.892813898,14.96579974,4.333574362,5.168125797,4.188947064,A
